product,date,market,description,source_url,price,quantity,unit,origin,quality,product_clean,market_clean,unit_price,month,year,season,product_category,price_category
Fromage de chèvre,2026-01-15,MIN de Bordeaux,Fromage de chèvre Extra - Belgique,https://rnm.franceagrimer.fr/prix?FROMAGE-DE-CHÈVRE,14.25,9,pièce,Belgique,Extra,Fromage De Chèvre,MIN de Bordeaux,14.25,1,2026,Hiver,Produits laitiers,10-20€
Fromage de chèvre,2026-01-10,MIN de Marseille,Fromage de chèvre Cat. I - France,https://rnm.franceagrimer.fr/prix?FROMAGE-DE-CHÈVRE,15.14,1,pièce,France,Cat. I,Fromage De Chèvre,MIN de Marseille,15.14,1,2026,Hiver,Produits laitiers,10-20€
Cerise,2025-12-10,MIN de Marseille,Cerise Cat. I - Maroc,https://rnm.franceagrimer.fr/prix?CERISE,9.39,2,litre,Maroc,Cat. I,Cerise,MIN de Marseille,9.39,12,2025,Hiver,Fruits,5-10€
Lapin,2025-12-11,MIN de Marseille,Lapin Cat. II - France,https://rnm.franceagrimer.fr/prix?LAPIN,28.72,7,pièce,France,Cat. II,Lapin,MIN de Marseille,28.72,12,2025,Hiver,Viande,>20€
Lait,2025-11-16,MIN de Rungis,Lait Cat. II - Pays-Bas,https://rnm.franceagrimer.fr/prix?LAIT,10.06,10,pièce,Pays-Bas,Cat. II,Lait,MIN de Rungis,10.06,11,2025,Automne,Produits laitiers,10-20€
Carotte,2026-01-16,MIN de Paris,Carotte Bio - Portugal,https://rnm.franceagrimer.fr/prix?CAROTTE,3.35,4,kg,Portugal,Bio,Carotte,MIN de Paris,3.35,1,2026,Hiver,Légumes,2-5€
Œuf,2026-01-09,MIN de Perpignan,Œuf Bio - Espagne,https://rnm.franceagrimer.fr/prix?ŒUF,5.0,2,pièce,Espagne,Bio,Œuf,MIN de Perpignan,5.0,1,2026,Hiver,Produits laitiers,5-10€
Crème,2025-12-17,MIN de Lille,Crème Bio - Italie,https://rnm.franceagrimer.fr/prix?CRÈME,11.08,6,kg,Italie,Bio,Crème,MIN de Lille,11.08,12,2025,Hiver,Produits laitiers,10-20€
Poireau,2026-01-06,MIN de Paris,Poireau Cat. II - Belgique,https://rnm.franceagrimer.fr/prix?POIREAU,3.81,8,litre,Belgique,Cat. II,Poireau,MIN de Paris,3.81,1,2026,Hiver,Légumes,2-5€
Aubergine,2025-11-15,MIN de Rungis,Aubergine Extra - Pays-Bas,https://rnm.franceagrimer.fr/prix?AUBERGINE,2.61,5,litre,Pays-Bas,Extra,Aubergine,MIN de Rungis,2.61,11,2025,Automne,Légumes,2-5€
Raisin,2025-12-08,MIN de Lille,Raisin Extra - Belgique,https://rnm.franceagrimer.fr/prix?RAISIN,10.49,2,kg,Belgique,Extra,Raisin,MIN de Lille,10.49,12,2025,Hiver,Fruits,10-20€
Veau,2026-01-21,MIN de Nantes,Veau Cat. II - France,https://rnm.franceagrimer.fr/prix?VEAU,22.4,3,pièce,France,Cat. II,Veau,MIN de Nantes,22.4,1,2026,Hiver,Viande,>20€
Beurre,2025-12-06,MIN de Perpignan,Beurre Cat. I - Espagne,https://rnm.franceagrimer.fr/prix?BEURRE,8.78,2,pièce,Espagne,Cat. I,Beurre,MIN de Perpignan,8.78,12,2025,Hiver,Produits laitiers,5-10€
Salade,2025-12-05,MIN de Rungis,Salade Extra - Allemagne,https://rnm.franceagrimer.fr/prix?SALADE,4.98,10,kg,Allemagne,Extra,Salade,MIN de Rungis,4.98,12,2025,Hiver,Légumes,2-5€
Dinde,2026-01-05,MIN d'Avignon,Dinde Cat. I - Pays-Bas,https://rnm.franceagrimer.fr/prix?DINDE,35.11,3,kg,Pays-Bas,Cat. I,Dinde,MIN d'Avignon,35.11,1,2026,Hiver,Viande,>20€
Pomme de terre,2026-01-09,MIN d'Avignon,Pomme de terre Cat. II - France,https://rnm.franceagrimer.fr/prix?POMME-DE-TERRE,7.47,4,kg,France,Cat. II,Pomme De Terre,MIN d'Avignon,7.47,1,2026,Hiver,Légumes,5-10€
Lait,2025-12-13,MIN de Perpignan,Lait Cat. I - Allemagne,https://rnm.franceagrimer.fr/prix?LAIT,8.87,9,kg,Allemagne,Cat. I,Lait,MIN de Perpignan,8.87,12,2025,Hiver,Produits laitiers,5-10€
Kiwi,2025-11-14,MIN de Bordeaux,Kiwi Cat. I - Belgique,https://rnm.franceagrimer.fr/prix?KIWI,3.88,1,litre,Belgique,Cat. I,Kiwi,MIN de Bordeaux,3.88,11,2025,Automne,Fruits,2-5€
Bœuf,2025-11-10,MIN de Nantes,Bœuf Bio - Allemagne,https://rnm.franceagrimer.fr/prix?BŒUF,27.05,5,pièce,Allemagne,Bio,Bœuf,MIN de Nantes,27.05,11,2025,Automne,Viande,>20€
Poulet,2026-01-09,MIN de Bordeaux,Poulet Bio - Maroc,https://rnm.franceagrimer.fr/prix?POULET,12.99,5,kg,Maroc,Bio,Poulet,MIN de Bordeaux,12.99,1,2026,Hiver,Viande,10-20€
Pastèque,2026-01-09,MIN de Nice,Pastèque Cat. II - Allemagne,https://rnm.franceagrimer.fr/prix?PASTÈQUE,4.54,5,pièce,Allemagne,Cat. II,Pastèque,MIN de Nice,4.54,1,2026,Hiver,Fruits,2-5€
Poivron,2026-01-25,MIN de Perpignan,Poivron Bio - Allemagne,https://rnm.franceagrimer.fr/prix?POIVRON,2.72,6,pièce,Allemagne,Bio,Poivron,MIN de Perpignan,2.72,1,2026,Hiver,Légumes,2-5€
Fromage,2026-01-06,MIN d'Avignon,Fromage Extra - Italie,https://rnm.franceagrimer.fr/prix?FROMAGE,11.95,7,pièce,Italie,Extra,Fromage,MIN d'Avignon,11.95,1,2026,Hiver,Produits laitiers,10-20€
Melon,2025-11-10,MIN de Strasbourg,Melon Extra - Maroc,https://rnm.franceagrimer.fr/prix?MELON,5.17,4,litre,Maroc,Extra,Melon,MIN de Strasbourg,5.17,11,2025,Automne,Fruits,5-10€
Veau,2025-12-31,MIN d'Avignon,Veau Extra - Belgique,https://rnm.franceagrimer.fr/prix?VEAU,19.36,4,pièce,Belgique,Extra,Veau,MIN d'Avignon,19.36,12,2025,Hiver,Viande,10-20€
Melon,2025-12-24,MIN de Paris,Melon Bio - Allemagne,https://rnm.franceagrimer.fr/prix?MELON,7.87,5,kg,Allemagne,Bio,Melon,MIN de Paris,7.87,12,2025,Hiver,Fruits,5-10€
Veau,2025-11-03,MIN de Rungis,Veau Cat. I - Pays-Bas,https://rnm.franceagrimer.fr/prix?VEAU,32.44,8,kg,Pays-Bas,Cat. I,Veau,MIN de Rungis,32.44,11,2025,Automne,Viande,>20€
Pomme de terre,2026-01-09,MIN d'Avignon,Pomme de terre Cat. I - France,https://rnm.franceagrimer.fr/prix?POMME-DE-TERRE,7.34,9,pièce,France,Cat. I,Pomme De Terre,MIN d'Avignon,7.34,1,2026,Hiver,Légumes,5-10€
Fraise,2025-12-29,MIN de Toulouse,Fraise Cat. II - Portugal,https://rnm.franceagrimer.fr/prix?FRAISE,4.5,4,kg,Portugal,Cat. II,Fraise,MIN de Toulouse,4.5,12,2025,Hiver,Fruits,2-5€
Tomate,2026-01-15,MIN de Lille,Tomate Cat. I - Portugal,https://rnm.franceagrimer.fr/prix?TOMATE,3.16,2,pièce,Portugal,Cat. I,Tomate,MIN de Lille,3.16,1,2026,Hiver,Légumes,2-5€
Pomme,2025-11-13,MIN de Nantes,Pomme Cat. I - France,https://rnm.franceagrimer.fr/prix?POMME,8.96,8,pièce,France,Cat. I,Pomme,MIN de Nantes,8.96,11,2025,Automne,Fruits,5-10€
Cerise,2026-02-01,MIN de Bordeaux,Cerise Bio - Espagne,https://rnm.franceagrimer.fr/prix?CERISE,11.86,8,litre,Espagne,Bio,Cerise,MIN de Bordeaux,11.86,2,2026,Hiver,Fruits,10-20€
Cerise,2025-12-29,MIN de Lyon,Cerise Cat. I - Belgique,https://rnm.franceagrimer.fr/prix?CERISE,9.63,8,litre,Belgique,Cat. I,Cerise,MIN de Lyon,9.63,12,2025,Hiver,Fruits,5-10€
Pastèque,2026-01-05,MIN de Nantes,Pastèque Cat. I - Allemagne,https://rnm.franceagrimer.fr/prix?PASTÈQUE,4.53,9,kg,Allemagne,Cat. I,Pastèque,MIN de Nantes,4.53,1,2026,Hiver,Fruits,2-5€
Citron,2026-01-30,MIN de Nice,Citron Extra - Belgique,https://rnm.franceagrimer.fr/prix?CITRON,8.75,4,pièce,Belgique,Extra,Citron,MIN de Nice,8.75,1,2026,Hiver,Fruits,5-10€
Beurre,2025-11-11,MIN d'Avignon,Beurre Cat. II - France,https://rnm.franceagrimer.fr/prix?BEURRE,8.88,8,pièce,France,Cat. II,Beurre,MIN d'Avignon,8.88,11,2025,Automne,Produits laitiers,5-10€
Banane,2026-01-08,MIN de Lille,Banane Cat. I - Espagne,https://rnm.franceagrimer.fr/prix?BANANE,12.7,5,kg,Espagne,Cat. I,Banane,MIN de Lille,12.7,1,2026,Hiver,Fruits,10-20€
Veau,2025-12-06,MIN de Nice,Veau Extra - Belgique,https://rnm.franceagrimer.fr/prix?VEAU,21.15,1,litre,Belgique,Extra,Veau,MIN de Nice,21.15,12,2025,Hiver,Viande,>20€
Raisin,2025-11-17,MIN de Rungis,Raisin Extra - Portugal,https://rnm.franceagrimer.fr/prix?RAISIN,10.86,4,litre,Portugal,Extra,Raisin,MIN de Rungis,10.86,11,2025,Automne,Fruits,10-20€
Lapin,2025-12-11,MIN de Rungis,Lapin Extra - Belgique,https://rnm.franceagrimer.fr/prix?LAPIN,25.3,5,litre,Belgique,Extra,Lapin,MIN de Rungis,25.3,12,2025,Hiver,Viande,>20€
Pomme,2026-01-04,MIN de Nantes,Pomme Bio - Pays-Bas,https://rnm.franceagrimer.fr/prix?POMME,15.04,9,pièce,Pays-Bas,Bio,Pomme,MIN de Nantes,15.04,1,2026,Hiver,Fruits,10-20€
Citron,2026-01-19,MIN de Toulouse,Citron Cat. I - Pays-Bas,https://rnm.franceagrimer.fr/prix?CITRON,8.18,2,kg,Pays-Bas,Cat. I,Citron,MIN de Toulouse,8.18,1,2026,Hiver,Fruits,5-10€
Fraise,2025-11-21,MIN de Perpignan,Fraise Extra - Pays-Bas,https://rnm.franceagrimer.fr/prix?FRAISE,2.82,6,litre,Pays-Bas,Extra,Fraise,MIN de Perpignan,2.82,11,2025,Automne,Fruits,2-5€
Cerise,2025-11-15,MIN de Marseille,Cerise Cat. II - Portugal,https://rnm.franceagrimer.fr/prix?CERISE,7.32,4,pièce,Portugal,Cat. II,Cerise,MIN de Marseille,7.32,11,2025,Automne,Fruits,5-10€
Poireau,2026-01-28,MIN de Lille,Poireau Cat. II - Italie,https://rnm.franceagrimer.fr/prix?POIREAU,4.24,5,kg,Italie,Cat. II,Poireau,MIN de Lille,4.24,1,2026,Hiver,Légumes,2-5€
Oignon,2026-01-19,MIN d'Avignon,Oignon Cat. II - Portugal,https://rnm.franceagrimer.fr/prix?OIGNON,3.32,8,pièce,Portugal,Cat. II,Oignon,MIN d'Avignon,3.32,1,2026,Hiver,Légumes,2-5€
Pomme de terre,2025-12-24,MIN de Nantes,Pomme de terre Bio - Italie,https://rnm.franceagrimer.fr/prix?POMME-DE-TERRE,7.18,6,litre,Italie,Bio,Pomme De Terre,MIN de Nantes,7.18,12,2025,Hiver,Légumes,5-10€
Agneau,2026-01-28,MIN de Lille,Agneau Bio - Pays-Bas,https://rnm.franceagrimer.fr/prix?AGNEAU,26.6,7,litre,Pays-Bas,Bio,Agneau,MIN de Lille,26.6,1,2026,Hiver,Viande,>20€
Dinde,2026-01-08,MIN de Lille,Dinde Extra - Pays-Bas,https://rnm.franceagrimer.fr/prix?DINDE,30.79,1,litre,Pays-Bas,Extra,Dinde,MIN de Lille,30.79,1,2026,Hiver,Viande,>20€
Beurre,2025-12-30,MIN de Nice,Beurre Bio - Belgique,https://rnm.franceagrimer.fr/prix?BEURRE,11.02,6,kg,Belgique,Bio,Beurre,MIN de Nice,11.02,12,2025,Hiver,Produits laitiers,10-20€
Lapin,2025-12-13,MIN de Perpignan,Lapin Extra - Allemagne,https://rnm.franceagrimer.fr/prix?LAPIN,25.1,9,litre,Allemagne,Extra,Lapin,MIN de Perpignan,25.1,12,2025,Hiver,Viande,>20€
Cerise,2026-01-01,MIN de Toulouse,Cerise Bio - Maroc,https://rnm.franceagrimer.fr/prix?CERISE,9.6,4,litre,Maroc,Bio,Cerise,MIN de Toulouse,9.6,1,2026,Hiver,Fruits,5-10€
Volaille,2025-12-27,MIN de Toulouse,Volaille Cat. I - Italie,https://rnm.franceagrimer.fr/prix?VOLAILLE,18.65,5,pièce,Italie,Cat. I,Volaille,MIN de Toulouse,18.65,12,2025,Hiver,Viande,10-20€
Fraise,2025-11-03,MIN de Nice,Fraise Extra - Portugal,https://rnm.franceagrimer.fr/prix?FRAISE,2.93,3,pièce,Portugal,Extra,Fraise,MIN de Nice,2.93,11,2025,Automne,Fruits,2-5€
Veau,2025-12-26,MIN de Nantes,Veau Cat. II - Maroc,https://rnm.franceagrimer.fr/prix?VEAU,19.1,10,kg,Maroc,Cat. II,Veau,MIN de Nantes,19.1,12,2025,Hiver,Viande,10-20€
Fromage,2025-11-25,MIN de Lyon,Fromage Cat. II - Espagne,https://rnm.franceagrimer.fr/prix?FROMAGE,10.79,1,kg,Espagne,Cat. II,Fromage,MIN de Lyon,10.79,11,2025,Automne,Produits laitiers,10-20€
Oignon,2025-11-03,MIN de Nice,Oignon Bio - France,https://rnm.franceagrimer.fr/prix?OIGNON,3.16,5,litre,France,Bio,Oignon,MIN de Nice,3.16,11,2025,Automne,Légumes,2-5€
Orange,2026-01-31,MIN de Perpignan,Orange Extra - Belgique,https://rnm.franceagrimer.fr/prix?ORANGE,11.87,5,kg,Belgique,Extra,Orange,MIN de Perpignan,11.87,1,2026,Hiver,Fruits,10-20€
Pomme de terre,2026-01-03,MIN de Nantes,Pomme de terre Extra - Allemagne,https://rnm.franceagrimer.fr/prix?POMME-DE-TERRE,6.95,4,kg,Allemagne,Extra,Pomme De Terre,MIN de Nantes,6.95,1,2026,Hiver,Légumes,5-10€
Carotte,2026-01-18,MIN de Bordeaux,Carotte Extra - France,https://rnm.franceagrimer.fr/prix?CAROTTE,3.37,10,litre,France,Extra,Carotte,MIN de Bordeaux,3.37,1,2026,Hiver,Légumes,2-5€
Poulet,2025-11-29,MIN de Rungis,Poulet Extra - Allemagne,https://rnm.franceagrimer.fr/prix?POULET,15.4,9,pièce,Allemagne,Extra,Poulet,MIN de Rungis,15.4,11,2025,Automne,Viande,10-20€
Fromage,2026-01-27,MIN de Rungis,Fromage Cat. I - Pays-Bas,https://rnm.franceagrimer.fr/prix?FROMAGE,11.34,2,litre,Pays-Bas,Cat. I,Fromage,MIN de Rungis,11.34,1,2026,Hiver,Produits laitiers,10-20€
Pomme de terre,2026-01-25,MIN de Bordeaux,Pomme de terre Cat. I - Portugal,https://rnm.franceagrimer.fr/prix?POMME-DE-TERRE,6.99,7,kg,Portugal,Cat. I,Pomme De Terre,MIN de Bordeaux,6.99,1,2026,Hiver,Légumes,5-10€
Aubergine,2025-11-29,MIN de Marseille,Aubergine Cat. II - Pays-Bas,https://rnm.franceagrimer.fr/prix?AUBERGINE,2.66,5,litre,Pays-Bas,Cat. II,Aubergine,MIN de Marseille,2.66,11,2025,Automne,Légumes,2-5€
Porc,2025-11-24,MIN de Bordeaux,Porc Cat. II - Italie,https://rnm.franceagrimer.fr/prix?PORC,28.47,4,pièce,Italie,Cat. II,Porc,MIN de Bordeaux,28.47,11,2025,Automne,Viande,>20€
Fromage,2026-02-01,MIN de Strasbourg,Fromage Extra - France,https://rnm.franceagrimer.fr/prix?FROMAGE,9.96,2,litre,France,Extra,Fromage,MIN de Strasbourg,9.96,2,2026,Hiver,Produits laitiers,5-10€
Yaourt,2025-11-15,MIN de Nice,Yaourt Cat. II - Espagne,https://rnm.franceagrimer.fr/prix?YAOURT,5.72,4,pièce,Espagne,Cat. II,Yaourt,MIN de Nice,5.72,11,2025,Automne,Produits laitiers,5-10€
Kiwi,2025-11-03,MIN de Marseille,Kiwi Cat. II - Allemagne,https://rnm.franceagrimer.fr/prix?KIWI,3.47,5,kg,Allemagne,Cat. II,Kiwi,MIN de Marseille,3.47,11,2025,Automne,Fruits,2-5€
Carotte,2025-12-12,MIN de Perpignan,Carotte Extra - Belgique,https://rnm.franceagrimer.fr/prix?CAROTTE,3.14,7,kg,Belgique,Extra,Carotte,MIN de Perpignan,3.14,12,2025,Hiver,Légumes,2-5€
Aubergine,2025-12-08,MIN de Nice,Aubergine Extra - Belgique,https://rnm.franceagrimer.fr/prix?AUBERGINE,3.09,6,litre,Belgique,Extra,Aubergine,MIN de Nice,3.09,12,2025,Hiver,Légumes,2-5€
Oignon,2025-11-21,MIN de Paris,Oignon Cat. II - Italie,https://rnm.franceagrimer.fr/prix?OIGNON,3.51,7,kg,Italie,Cat. II,Oignon,MIN de Paris,3.51,11,2025,Automne,Légumes,2-5€
Yaourt,2025-12-01,MIN d'Avignon,Yaourt Cat. II - Belgique,https://rnm.franceagrimer.fr/prix?YAOURT,6.87,8,pièce,Belgique,Cat. II,Yaourt,MIN d'Avignon,6.87,12,2025,Hiver,Produits laitiers,5-10€
Fromage,2025-11-04,MIN de Lyon,Fromage Cat. I - Belgique,https://rnm.franceagrimer.fr/prix?FROMAGE,11.13,10,litre,Belgique,Cat. I,Fromage,MIN de Lyon,11.13,11,2025,Automne,Produits laitiers,10-20€
Pomme,2025-11-20,MIN de Perpignan,Pomme Cat. II - Maroc,https://rnm.franceagrimer.fr/prix?POMME,10.42,3,kg,Maroc,Cat. II,Pomme,MIN de Perpignan,10.42,11,2025,Automne,Fruits,10-20€
Pomme,2026-01-16,MIN de Lyon,Pomme Extra - Espagne,https://rnm.franceagrimer.fr/prix?POMME,11.94,10,pièce,Espagne,Extra,Pomme,MIN de Lyon,11.94,1,2026,Hiver,Fruits,10-20€
Lapin,2025-12-17,MIN d'Avignon,Lapin Bio - Pays-Bas,https://rnm.franceagrimer.fr/prix?LAPIN,27.11,1,litre,Pays-Bas,Bio,Lapin,MIN d'Avignon,27.11,12,2025,Hiver,Viande,>20€
Fraise,2026-01-02,MIN de Perpignan,Fraise Cat. I - Italie,https://rnm.franceagrimer.fr/prix?FRAISE,3.67,7,kg,Italie,Cat. I,Fraise,MIN de Perpignan,3.67,1,2026,Hiver,Fruits,2-5€
Fraise,2026-01-01,MIN de Lyon,Fraise Cat. II - Pays-Bas,https://rnm.franceagrimer.fr/prix?FRAISE,3.85,6,kg,Pays-Bas,Cat. II,Fraise,MIN de Lyon,3.85,1,2026,Hiver,Fruits,2-5€
Cheval,2025-12-01,MIN de Lyon,Cheval Extra - Pays-Bas,https://rnm.franceagrimer.fr/prix?CHEVAL,21.5,2,pièce,Pays-Bas,Extra,Cheval,MIN de Lyon,21.5,12,2025,Hiver,Viande,>20€
Pomme,2026-01-10,MIN de Perpignan,Pomme Cat. II - Italie,https://rnm.franceagrimer.fr/prix?POMME,9.51,7,litre,Italie,Cat. II,Pomme,MIN de Perpignan,9.51,1,2026,Hiver,Fruits,5-10€
Cheval,2025-11-21,MIN de Paris,Cheval Cat. II - Pays-Bas,https://rnm.franceagrimer.fr/prix?CHEVAL,19.95,3,litre,Pays-Bas,Cat. II,Cheval,MIN de Paris,19.95,11,2025,Automne,Viande,10-20€
Raisin,2025-11-03,MIN de Nice,Raisin Cat. I - Belgique,https://rnm.franceagrimer.fr/prix?RAISIN,8.65,5,pièce,Belgique,Cat. I,Raisin,MIN de Nice,8.65,11,2025,Automne,Fruits,5-10€
Porc,2025-12-31,MIN de Marseille,Porc Cat. II - Allemagne,https://rnm.franceagrimer.fr/prix?PORC,30.07,5,pièce,Allemagne,Cat. II,Porc,MIN de Marseille,30.07,12,2025,Hiver,Viande,>20€
Chou,2025-12-08,MIN de Strasbourg,Chou Bio - Portugal,https://rnm.franceagrimer.fr/prix?CHOU,7.53,3,pièce,Portugal,Bio,Chou,MIN de Strasbourg,7.53,12,2025,Hiver,Légumes,5-10€
Poivron,2025-12-24,MIN de Bordeaux,Poivron Cat. I - Espagne,https://rnm.franceagrimer.fr/prix?POIVRON,2.72,7,kg,Espagne,Cat. I,Poivron,MIN de Bordeaux,2.72,12,2025,Hiver,Légumes,2-5€
Cerise,2025-12-07,MIN de Nantes,Cerise Cat. II - Pays-Bas,https://rnm.franceagrimer.fr/prix?CERISE,7.95,5,litre,Pays-Bas,Cat. II,Cerise,MIN de Nantes,7.95,12,2025,Hiver,Fruits,5-10€
Canard,2026-01-23,MIN de Bordeaux,Canard Extra - Espagne,https://rnm.franceagrimer.fr/prix?CANARD,28.4,2,litre,Espagne,Extra,Canard,MIN de Bordeaux,28.4,1,2026,Hiver,Viande,>20€
Courgette,2025-11-11,MIN de Lyon,Courgette Bio - Espagne,https://rnm.franceagrimer.fr/prix?COURGETTE,4.28,4,litre,Espagne,Bio,Courgette,MIN de Lyon,4.28,11,2025,Automne,Légumes,2-5€
Pomme,2025-11-26,MIN de Nice,Pomme Extra - Maroc,https://rnm.franceagrimer.fr/prix?POMME,10.33,8,pièce,Maroc,Extra,Pomme,MIN de Nice,10.33,11,2025,Automne,Fruits,10-20€
Veau,2025-11-30,MIN de Perpignan,Veau Extra - Belgique,https://rnm.franceagrimer.fr/prix?VEAU,33.45,4,pièce,Belgique,Extra,Veau,MIN de Perpignan,33.45,11,2025,Automne,Viande,>20€
Poulet,2025-11-22,MIN de Paris,Poulet Extra - Pays-Bas,https://rnm.franceagrimer.fr/prix?POULET,12.82,8,pièce,Pays-Bas,Extra,Poulet,MIN de Paris,12.82,11,2025,Automne,Viande,10-20€
Poulet,2025-11-24,MIN de Nice,Poulet Extra - France,https://rnm.franceagrimer.fr/prix?POULET,16.91,1,pièce,France,Extra,Poulet,MIN de Nice,16.91,11,2025,Automne,Viande,10-20€
Fraise,2026-01-30,MIN d'Avignon,Fraise Cat. I - Belgique,https://rnm.franceagrimer.fr/prix?FRAISE,4.63,8,litre,Belgique,Cat. I,Fraise,MIN d'Avignon,4.63,1,2026,Hiver,Fruits,2-5€
Pomme,2026-01-17,MIN de Lyon,Pomme Cat. II - Maroc,https://rnm.franceagrimer.fr/prix?POMME,11.93,6,kg,Maroc,Cat. II,Pomme,MIN de Lyon,11.93,1,2026,Hiver,Fruits,10-20€
Tomate,2025-12-13,MIN de Rungis,Tomate Cat. II - France,https://rnm.franceagrimer.fr/prix?TOMATE,3.23,8,kg,France,Cat. II,Tomate,MIN de Rungis,3.23,12,2025,Hiver,Légumes,2-5€
Salade,2025-11-13,MIN de Nantes,Salade Cat. I - Portugal,https://rnm.franceagrimer.fr/prix?SALADE,5.13,6,kg,Portugal,Cat. I,Salade,MIN de Nantes,5.13,11,2025,Automne,Légumes,5-10€
Beurre,2025-12-03,MIN de Strasbourg,Beurre Cat. II - Maroc,https://rnm.franceagrimer.fr/prix?BEURRE,11.16,1,pièce,Maroc,Cat. II,Beurre,MIN de Strasbourg,11.16,12,2025,Hiver,Produits laitiers,10-20€
Tomate,2025-12-08,MIN de Toulouse,Tomate Cat. II - Belgique,https://rnm.franceagrimer.fr/prix?TOMATE,3.07,3,litre,Belgique,Cat. II,Tomate,MIN de Toulouse,3.07,12,2025,Hiver,Légumes,2-5€
Pastèque,2025-11-09,MIN de Rungis,Pastèque Bio - Allemagne,https://rnm.franceagrimer.fr/prix?PASTÈQUE,3.17,8,pièce,Allemagne,Bio,Pastèque,MIN de Rungis,3.17,11,2025,Automne,Fruits,2-5€
Beurre,2025-11-25,MIN de Nice,Beurre Cat. II - Belgique,https://rnm.franceagrimer.fr/prix?BEURRE,11.44,3,pièce,Belgique,Cat. II,Beurre,MIN de Nice,11.44,11,2025,Automne,Produits laitiers,10-20€
Crème,2025-11-27,MIN de Toulouse,Crème Cat. I - Belgique,https://rnm.franceagrimer.fr/prix?CRÈME,14.35,3,litre,Belgique,Cat. I,Crème,MIN de Toulouse,14.35,11,2025,Automne,Produits laitiers,10-20€
Pomme de terre,2025-11-11,MIN de Marseille,Pomme de terre Extra - Belgique,https://rnm.franceagrimer.fr/prix?POMME-DE-TERRE,6.27,3,kg,Belgique,Extra,Pomme De Terre,MIN de Marseille,6.27,11,2025,Automne,Légumes,5-10€
Dinde,2025-12-17,MIN de Nantes,Dinde Extra - Belgique,https://rnm.franceagrimer.fr/prix?DINDE,31.4,5,pièce,Belgique,Extra,Dinde,MIN de Nantes,31.4,12,2025,Hiver,Viande,>20€
Orange,2026-01-09,MIN de Toulouse,Orange Cat. II - Pays-Bas,https://rnm.franceagrimer.fr/prix?ORANGE,15.21,2,pièce,Pays-Bas,Cat. II,Orange,MIN de Toulouse,15.21,1,2026,Hiver,Fruits,10-20€
Cerise,2025-11-10,MIN de Paris,Cerise Cat. I - Portugal,https://rnm.franceagrimer.fr/prix?CERISE,6.32,4,kg,Portugal,Cat. I,Cerise,MIN de Paris,6.32,11,2025,Automne,Fruits,5-10€
Orange,2025-12-26,MIN de Nantes,Orange Cat. I - Espagne,https://rnm.franceagrimer.fr/prix?ORANGE,14.06,1,kg,Espagne,Cat. I,Orange,MIN de Nantes,14.06,12,2025,Hiver,Fruits,10-20€
Poivron,2026-01-19,MIN de Nice,Poivron Bio - Maroc,https://rnm.franceagrimer.fr/prix?POIVRON,2.39,1,kg,Maroc,Bio,Poivron,MIN de Nice,2.39,1,2026,Hiver,Légumes,2-5€
Kiwi,2025-11-21,MIN d'Avignon,Kiwi Extra - Belgique,https://rnm.franceagrimer.fr/prix?KIWI,3.51,2,litre,Belgique,Extra,Kiwi,MIN d'Avignon,3.51,11,2025,Automne,Fruits,2-5€
Salade,2025-12-09,MIN d'Avignon,Salade Extra - France,https://rnm.franceagrimer.fr/prix?SALADE,5.38,5,pièce,France,Extra,Salade,MIN d'Avignon,5.38,12,2025,Hiver,Légumes,5-10€
Cheval,2026-02-01,MIN de Nice,Cheval Cat. I - Allemagne,https://rnm.franceagrimer.fr/prix?CHEVAL,20.24,10,kg,Allemagne,Cat. I,Cheval,MIN de Nice,20.24,2,2026,Hiver,Viande,>20€
Banane,2025-12-28,MIN de Paris,Banane Cat. II - Portugal,https://rnm.franceagrimer.fr/prix?BANANE,15.39,8,litre,Portugal,Cat. II,Banane,MIN de Paris,15.39,12,2025,Hiver,Fruits,10-20€
Raisin,2025-11-12,MIN de Lille,Raisin Cat. II - Espagne,https://rnm.franceagrimer.fr/prix?RAISIN,10.68,4,kg,Espagne,Cat. II,Raisin,MIN de Lille,10.68,11,2025,Automne,Fruits,10-20€
Kiwi,2025-11-07,MIN de Toulouse,Kiwi Cat. I - Pays-Bas,https://rnm.franceagrimer.fr/prix?KIWI,4.11,9,kg,Pays-Bas,Cat. I,Kiwi,MIN de Toulouse,4.11,11,2025,Automne,Fruits,2-5€
Courgette,2025-12-31,MIN de Perpignan,Courgette Cat. II - Espagne,https://rnm.franceagrimer.fr/prix?COURGETTE,4.42,3,litre,Espagne,Cat. II,Courgette,MIN de Perpignan,4.42,12,2025,Hiver,Légumes,2-5€
Oignon,2026-01-17,MIN de Strasbourg,Oignon Cat. II - Italie,https://rnm.franceagrimer.fr/prix?OIGNON,3.29,10,pièce,Italie,Cat. II,Oignon,MIN de Strasbourg,3.29,1,2026,Hiver,Légumes,2-5€
Carotte,2026-01-11,MIN de Marseille,Carotte Cat. II - Espagne,https://rnm.franceagrimer.fr/prix?CAROTTE,3.9,5,litre,Espagne,Cat. II,Carotte,MIN de Marseille,3.9,1,2026,Hiver,Légumes,2-5€
Salade,2025-12-09,MIN de Nice,Salade Bio - France,https://rnm.franceagrimer.fr/prix?SALADE,4.84,2,pièce,France,Bio,Salade,MIN de Nice,4.84,12,2025,Hiver,Légumes,2-5€
